@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute numTotalMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
2,0,false,false,1.0,18,105,false,1,0.5,0.0,false,false,false,false,true,4,1.0,1.1463945890175398E-4,0.09916313195001719,8.024762123122779E-4,1.1463945890175398E-4,0.0,4,0.0,0.25,0.75,0.0,unrefactored
3,28,true,false,1.0,19,168,true,3,0.25,0.0,false,false,false,false,false,10,1.0,1.3544629554381688E-4,0.01212244345117161,0.0,0.0,1.3544629554381688E-4,31,0.6451612903225806,0.12903225806451613,0.1935483870967742,0.0,refactored
3,28,true,false,1.0,19,162,true,3,0.3125,0.0,false,false,false,false,false,12,1.0,1.3544629554381688E-4,0.01212244345117161,0.0,0.0,1.3544629554381688E-4,31,0.6451612903225806,0.12903225806451613,0.1935483870967742,0.0,refactored
2,0,true,false,1.0,33,199,true,9,0.42857142857142855,0.0,false,false,false,false,false,10,1.0,0.0,0.013612352702153597,6.772314777190844E-5,0.0,0.0,66,0.0,0.06060606060606061,0.15151515151515152,0.0,refactored
2,5,false,true,0.6666666666666666,10,72,true,2,0.2,0.0,true,false,false,false,false,6,0.6538461538461539,6.772314777190844E-5,0.07341189218474875,6.772314777190844E-5,6.772314777190844E-5,0.0,1,0.0,0.0,0.0,0.0,refactored
2,3,false,false,1.0,20,155,true,5,0.4,0.05,false,false,false,false,false,8,1.0,6.772314777190844E-5,0.04842205065691453,0.0,6.772314777190844E-5,0.0,53,0.0,0.09433962264150944,0.33962264150943394,0.018867924528301886,refactored
2,3,false,false,0.55,11,93,true,3,0.45454545454545453,0.09090909090909091,false,false,false,false,false,8,1.0,6.772314777190844E-5,0.04842205065691453,0.0,6.772314777190844E-5,0.0,0,-1,-1,-1,-1,refactored
2,0,true,false,1.0,19,131,true,6,0.16666666666666666,0.0,false,true,true,true,false,5,1.0,2.7089259108763376E-4,0.026682920222131926,0.0,2.7089259108763376E-4,0.0,25,0.0,0.12,0.24,0.0,refactored
2,0,true,false,0.19047619047619047,16,152,false,0,0.0,0.0,false,true,true,true,false,5,1.0,3.386157388595422E-4,0.09968847352024922,0.0,3.386157388595422E-4,0.0,4,0.0,0.0,0.25,0.0,refactored
2,0,true,false,0.9333333333333333,14,113,true,3,0.08333333333333333,0.0,false,true,true,true,false,2,1.0,6.772314777190844E-5,0.03345523499932277,0.0,6.772314777190844E-5,0.0,19,0.0,0.05263157894736842,0.21052631578947367,0.0,refactored
2,0,false,true,0.3146067415730337,28,245,true,13,0.0,0.0,true,false,false,false,false,15,0.5714285714285714,2.031694433157253E-4,0.07192198293376677,0.0,2.031694433157253E-4,0.0,67,0.0,0.11940298507462686,0.19402985074626866,0.0,refactored
6,0,false,false,0.16853932584269662,15,105,true,2,0.0,0.0,false,false,false,false,false,7,0.9344824228259813,2.031694433157253E-4,0.07178653663822294,6.772314777190844E-5,0.0,6.772314777190844E-5,36,0.4166666666666667,0.05555555555555555,0.3055555555555556,0.027777777777777776,refactored
2,0,true,false,0.9285714285714286,13,94,true,2,0.08333333333333333,0.0,false,false,false,false,false,6,1.0,2.031694433157253E-4,0.07808478938101043,6.772314777190844E-5,2.031694433157253E-4,0.0,0,-1,-1,-1,-1,refactored
2,0,true,false,0.9333333333333333,14,82,true,3,0.5384615384615384,0.0,false,false,false,false,false,6,1.0,2.031694433157253E-4,0.07808478938101043,6.772314777190844E-5,2.031694433157253E-4,0.0,0,-1,-1,-1,-1,refactored
2,0,false,false,0.9166666666666666,11,82,true,3,0.2,0.0,false,false,false,false,false,4,1.0,1.3544629554381688E-4,0.020249221183800622,6.772314777190844E-5,1.3544629554381688E-4,0.0,18,0.0,0.1111111111111111,0.1111111111111111,0.0,refactored
2,0,false,false,0.9166666666666666,11,89,true,4,0.1,0.0,false,false,false,false,false,5,1.0,1.3544629554381688E-4,0.020249221183800622,6.772314777190844E-5,1.3544629554381688E-4,0.0,37,0.0,0.05405405405405406,0.2702702702702703,0.02702702702702703,refactored
2,7,true,false,0.9736842105263158,37,486,false,0,0.6153846153846154,0.0,false,true,true,false,true,4,1.0,0.00216714072870107,0.09785994853040769,0.0,0.00216714072870107,0.0,3,0.0,0.0,0.3333333333333333,0.0,refactored
2,0,true,false,1.0,56,565,true,47,0.32,0.0,false,true,true,true,false,1,1.0,6.772314777190844E-4,0.09934985778138967,0.0,6.772314777190844E-4,0.0,42,0.0,0.0,0.2619047619047619,0.0,refactored
2,16,true,false,0.9473684210526315,18,197,false,1,0.6153846153846154,0.0,false,true,true,false,true,5,1.0,0.0013544629554381688,0.09122308004876066,0.0,0.0013544629554381688,0.0,27,0.0,0.2222222222222222,0.037037037037037035,0.0,refactored
2,1,true,false,0.9875776397515528,159,1840,false,0,0.6981132075471698,0.0,false,true,true,false,true,9,1.0,6.09508329947176E-4,0.09941758092916159,0.0,6.09508329947176E-4,0.0,220,0.0,0.10454545454545454,0.06818181818181818,0.0,refactored
3,44,true,false,0.9836065573770492,60,670,true,10,0.5405405405405406,0.0,false,true,true,false,true,2,1.0,0.0,1.3544629554381688E-4,0.0,0.0,0.0,264,0.3409090909090909,0.10227272727272728,0.056818181818181816,0.0,refactored
2,7,true,false,0.95,19,248,true,1,0.6923076923076923,0.0,false,true,true,false,true,3,1.0,0.0,0.003724773127454964,0.0,0.0,0.0,22,0.0,0.13636363636363635,0.045454545454545456,0.0,refactored
2,0,true,true,0.22807017543859648,13,86,true,4,0.2727272727272727,0.0,true,true,true,true,false,7,1.0,0.0011512935121224435,0.09887579574698632,0.0,0.0011512935121224435,0.0,28,0.0,0.14285714285714285,0.10714285714285714,0.0,refactored
