refactor1,42,0.0,0.047619047619047616,0.3333333333333333,0.023809523809523808
refactor2,4,0.0,0.0,1.0,0.0
refactor3,32,0.8125,0.09375,0.21875,0.03125
refactor4,1,1.0,0.0,0.0,0.0
refactor5,37,0.0,0.08108108108108109,0.35135135135135137,0.02702702702702703
refactor6,16,0.0,0.0,0.4375,0.0
refactor7,1,0.0,0.0,0.0,0.0
refactor8,10,0.0,0.0,0.4,0.0
refactor9,6,0.0,0.16666666666666666,0.6666666666666666,0.0
refactor10,6,0.0,0.0,0.6666666666666666,0.0
refactor11,17,0.0,0.11764705882352941,0.17647058823529413,0.0
refactor12,17,0.0,0.11764705882352941,0.17647058823529413,0.0
refactor13,19,0.0,0.0,0.3684210526315789,0.0
refactor14,28,0.0,0.10714285714285714,0.17857142857142858,0.0
refactor15,14,0.0,0.0,0.2857142857142857,0.0
refactor16,81,0.41975308641975306,0.09876543209876543,0.18518518518518517,0.012345679012345678
refactor17,148,0.7364864864864865,0.10810810810810811,0.20270270270270271,0.02702702702702703
refactor18,57,0.2807017543859649,0.08771929824561403,0.14035087719298245,0.017543859649122806
refactor19,93,0.7419354838709677,0.10752688172043011,0.22580645161290322,0.053763440860215055
refactor20,23,0.34782608695652173,0.0,0.30434782608695654,0.0
refactor21,107,0.0,0.056074766355140186,0.21495327102803738,0.0
refactor22,83,0.0,0.04819277108433735,0.1927710843373494,0.0
refactor23,60,0.2833333333333333,0.06666666666666667,0.21666666666666667,0.03333333333333333
refactor24,0,-1,-1,-1,-1
refactor25,62,0.0,0.12903225806451613,0.1935483870967742,0.03225806451612903
refactor26,39,0.6666666666666666,0.10256410256410256,0.15384615384615385,0.0
refactor27,39,0.6666666666666666,0.10256410256410256,0.15384615384615385,0.0
refactor28,28,0.0,0.07142857142857142,0.2857142857142857,0.03571428571428571
refactor29,3,0.0,0.3333333333333333,0.3333333333333333,0.0
refactor30,2,0.0,0.5,0.0,0.0
refactor31,0,-1,-1,-1,-1
refactor32,0,-1,-1,-1,-1
refactor33,0,-1,-1,-1,-1
refactor34,1,0.0,0.0,0.0,0.0
refactor35,1,0.0,0.0,0.0,0.0
refactor36,0,-1,-1,-1,-1
refactor37,42,0.0,0.09523809523809523,0.047619047619047616,0.0
refactor38,42,0.0,0.09523809523809523,0.047619047619047616,0.0
refactor39,42,0.0,0.09523809523809523,0.047619047619047616,0.0
refactor40,0,-1,-1,-1,-1
refactor41,33,0.0,0.18181818181818182,0.15151515151515152,0.0
refactor42,27,0.2222222222222222,0.07407407407407407,0.2222222222222222,0.0
refactor43,35,1.0,0.11428571428571428,0.17142857142857143,0.0
