@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute numMonthOfFile real
@attribute numLineOfMethod real
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute numTotalMultiset real
@attribute numParaMultiset real
@attribute numGappedMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
2,0,true,false,0,13,1.0,13,92,true,5,0.0,0.09090909090909091,false,true,true,true,false,1,1.0,0.1,0.10344827586206896,0.0020905923344947735,7.665505226480836E-4,0.032613240418118465,0.008850174216027875,0.0020905923344947735,0.09790940766550522,0.0,0.0020905923344947735,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,unrefactored
2,0,true,true,0,73,0.589041095890411,43,364,true,13,0.02631578947368421,0.05263157894736842,true,false,false,false,false,5,1.0,0.1,0.05172413793103448,6.271777003484321E-4,1.3937282229965157E-4,0.011707317073170732,0.0029965156794425087,6.271777003484321E-4,0.09763066202090592,0.0017421602787456446,6.271777003484321E-4,0.0,38,0.0,1.0,0.0,0.0,0.10526315789473684,0.0,unrefactored
2,6,true,true,0,15,0.7333333333333333,11,57,true,4,0.3333333333333333,0.0,true,true,true,false,false,4,1.0,8.362369337979094E-4,0.034482758620689655,4.878048780487805E-4,6.968641114982578E-5,6.271777003484321E-4,2.0905923344947735E-4,4.878048780487805E-4,3.484320557491289E-4,0.0,4.878048780487805E-4,0.0,3,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,unrefactored
2,5,true,false,0,11,1.0,11,73,true,5,0.0,0.0,false,true,true,false,false,1,1.0,0.1,0.08620689655172414,0.007386759581881533,0.0016724738675958188,0.03372822299651568,0.012682926829268294,0.007386759581881533,0.09261324041811847,0.0,0.007386759581881533,0.0,7,1.0,0.0,0.0,0.0,0.7142857142857143,0.0,unrefactored
2,0,true,true,0,129,0.06201550387596899,8,71,false,0,0.0,0.0,true,true,true,true,false,5,1.0,0.1,0.06896551724137931,0.0036933797909407665,8.362369337979094E-4,0.01986062717770035,0.005226480836236934,0.0036933797909407665,0.09630662020905924,0.0,0.0036933797909407665,0.0,25,0.16,0.84,0.0,0.12,0.08,0.0,unrefactored
2,0,false,false,0,17,1.0,17,92,true,2,0.36363636363636365,0.0,false,false,false,false,false,4,1.0,0.04132404181184669,0.05172413793103448,9.059233449477352E-4,2.7874564459930314E-4,0.020418118466898956,0.00397212543554007,6.968641114982578E-4,0.0402787456445993,3.484320557491289E-4,6.968641114982578E-4,0.0,5,0.2,0.8,0.0,0.2,0.0,0.0,unrefactored
2,0,true,true,0,56,0.2857142857142857,16,139,true,3,0.21428571428571427,0.0,true,true,true,true,false,8,1.0,0.0017421602787456446,0.017241379310344827,2.0905923344947735E-4,1.3937282229965157E-4,0.0010452961672473868,3.484320557491289E-4,2.0905923344947735E-4,0.0015331010452961672,0.0,2.0905923344947735E-4,0.0,18,0.2777777777777778,0.7222222222222222,0.0,0.05555555555555555,0.16666666666666666,0.0,unrefactored
2,7,true,false,0,47,1.0,47,354,false,0,0.5517241379310345,0.0,false,true,true,false,true,6,1.0,0.1,0.05172413793103448,0.0021602787456445993,5.574912891986063E-4,0.015331010452961672,0.0029965156794425087,0.0021602787456445993,0.0978397212543554,0.0,0.0021602787456445993,0.0,30,0.4,0.6,0.0,0.03333333333333333,0.13333333333333333,0.0,unrefactored
2,0,true,false,0,20,1.0,20,115,true,2,0.35714285714285715,0.0,false,true,true,true,false,7,1.0,0.07630662020905923,0.08620689655172414,0.003554006968641115,2.7874564459930314E-4,0.03526132404181185,0.0062717770034843206,0.003554006968641115,0.07275261324041812,0.0,0.003554006968641115,0.0,7,0.7142857142857143,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,unrefactored
2,12,true,false,0,15,1.0,15,73,true,8,0.0,0.0,false,true,true,false,false,1,1.0,0.1,0.034482758620689655,4.181184668989547E-4,0.0,0.03337979094076655,0.006341463414634147,4.181184668989547E-4,0.09958188153310105,0.0,4.181184668989547E-4,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,unrefactored
