unrefactor1,53,0.05660377358490566,0.9433962264150944,0.4716981132075472,0.03773584905660377,0.24528301886792453,0.0
unrefactor2,14,0.5714285714285714,0.42857142857142855,0.0,0.07142857142857142,0.35714285714285715,0.0
unrefactor3,21,0.3333333333333333,0.6666666666666666,0.0,0.09523809523809523,0.47619047619047616,0.0
unrefactor4,116,0.06896551724137931,0.9655172413793104,0.9051724137931034,0.06896551724137931,0.11206896551724138,0.017241379310344827
unrefactor5,28,0.32142857142857145,0.6785714285714286,0.35714285714285715,0.0,0.07142857142857142,0.0
unrefactor6,0,-1,-1,-1,-1,-1,-1
unrefactor7,1,1.0,0.0,0.0,0.0,1.0,0.0
unrefactor8,5,1.0,0.0,1.0,0.2,0.4,0.0
unrefactor9,0,-1,-1,-1,-1,-1,-1
unrefactor10,135,0.23703703703703705,0.7703703703703704,0.8222222222222222,0.1111111111111111,0.21481481481481482,0.014814814814814815
unrefactor11,0,-1,-1,-1,-1,-1,-1
unrefactor12,6,1.0,0.0,0.0,0.0,0.5,0.0
unrefactor13,10,0.6,0.4,0.0,0.0,0.1,0.0
unrefactor14,8,1.0,0.0,0.0,0.0,0.0,0.0
unrefactor15,34,0.14705882352941177,0.8529411764705882,0.0,0.058823529411764705,0.20588235294117646,0.0
unrefactor16,7,0.7142857142857143,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0
unrefactor17,7,1.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0
unrefactor18,31,0.16129032258064516,0.8387096774193549,0.0,0.06451612903225806,0.2903225806451613,0.0
unrefactor19,43,0.27906976744186046,0.7906976744186046,0.7674418604651163,0.06976744186046512,0.5348837209302325,0.023255813953488372
unrefactor20,11,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0
unrefactor21,2,1.0,0.0,0.0,0.0,0.5,0.0
unrefactor22,51,0.0392156862745098,0.9607843137254902,0.0,0.058823529411764705,0.23529411764705882,0.0
unrefactor23,43,0.13953488372093023,0.9069767441860465,0.3953488372093023,0.09302325581395349,0.20930232558139536,0.0
unrefactor24,36,0.2222222222222222,0.7777777777777778,0.0,0.0,0.027777777777777776,0.0
unrefactor25,2,0.0,1.0,0.0,0.0,0.0,0.0
unrefactor26,2,1.0,0.0,0.0,0.5,0.5,0.0
unrefactor27,35,0.05714285714285714,0.9428571428571428,0.0,0.08571428571428572,0.2571428571428571,0.02857142857142857
unrefactor28,94,0.05319148936170213,0.9468085106382979,0.0,0.06382978723404255,0.24468085106382978,0.031914893617021274
unrefactor29,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
unrefactor30,3,1.0,0.0,0.0,0.0,0.0,0.0
unrefactor31,9,1.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.0
unrefactor32,15,0.4,0.6,0.0,0.06666666666666667,0.3333333333333333,0.0
unrefactor33,32,0.0625,0.9375,0.0,0.15625,0.09375,0.0
unrefactor34,13,0.38461538461538464,0.6153846153846154,0.0,0.0,0.07692307692307693,0.0
unrefactor35,32,0.09375,0.90625,0.0,0.09375,0.15625,0.0
unrefactor36,13,0.07692307692307693,0.9230769230769231,0.0,0.07692307692307693,0.07692307692307693,0.0
unrefactor37,2,1.0,0.0,0.0,0.0,0.0,0.0
unrefactor38,21,0.47619047619047616,0.5238095238095238,0.5714285714285714,0.047619047619047616,0.14285714285714285,0.0
