refactor1,36,0.0,0.027777777777777776,0.2777777777777778,0.027777777777777776
refactor2,36,0.0,0.027777777777777776,0.2777777777777778,0.027777777777777776
refactor3,12,0.0,0.08333333333333333,0.16666666666666666,0.0
refactor4,12,0.0,0.08333333333333333,0.16666666666666666,0.0
refactor5,30,0.3333333333333333,0.03333333333333333,0.36666666666666664,0.03333333333333333
refactor6,60,1.0,0.05,0.3,0.016666666666666666
refactor7,0,-1,-1,-1,-1
refactor8,0,-1,-1,-1,-1
refactor9,66,0.5606060606060606,0.015151515151515152,0.15151515151515152,0.0
refactor10,19,0.0,0.0,0.21052631578947367,0.0
refactor11,25,0.0,0.0,0.4,0.0
refactor12,7,0.0,0.0,0.8571428571428571,0.0
refactor13,4,0.0,0.0,0.25,0.0
refactor14,72,0.8333333333333334,0.0,0.0,0.0
refactor15,72,0.8333333333333334,0.0,0.0,0.0
refactor16,18,0.8333333333333334,0.0,0.0,0.0
refactor17,18,0.8333333333333334,0.0,0.0,0.0
refactor18,7,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.0
refactor19,0,-1,-1,-1,-1
refactor20,7,0.2857142857142857,0.0,0.14285714285714285,0.0
refactor21,7,0.2857142857142857,0.0,0.14285714285714285,0.0
refactor22,6,0.3333333333333333,0.0,0.16666666666666666,0.0
refactor23,7,0.2857142857142857,0.0,0.14285714285714285,0.0
refactor24,9,0.2222222222222222,0.0,0.1111111111111111,0.0
refactor25,37,0.972972972972973,0.0,0.2972972972972973,0.0
refactor26,2,0.0,0.0,0.0,0.0
refactor27,4,1.0,0.25,0.5,0.0
