unrefactor1,21,0.0,0.0,0.0,0.0
unrefactor2,0,-1,-1,-1,-1
unrefactor3,0,-1,-1,-1,-1
unrefactor4,0,-1,-1,-1,-1
unrefactor5,0,-1,-1,-1,-1
unrefactor6,18,0.0,0.1111111111111111,0.1111111111111111,0.0
unrefactor7,250,0.78,0.016,0.296,0.016
unrefactor8,11,0.0,0.18181818181818182,0.2727272727272727,0.0
unrefactor9,0,-1,-1,-1,-1
unrefactor10,7,0.0,0.2857142857142857,0.42857142857142855,0.0
unrefactor11,0,-1,-1,-1,-1
unrefactor12,9,0.0,0.1111111111111111,0.2222222222222222,0.0
unrefactor13,27,1.0,0.07407407407407407,0.4074074074074074,0.0
unrefactor14,0,-1,-1,-1,-1
unrefactor15,27,0.0,0.0,0.25925925925925924,0.037037037037037035
unrefactor16,0,-1,-1,-1,-1
unrefactor17,13,1.0,0.15384615384615385,0.23076923076923078,0.0
unrefactor18,26,0.0,0.0,0.038461538461538464,0.0
unrefactor19,46,0.0,0.0,0.5,0.021739130434782608
unrefactor20,71,0.0,0.07042253521126761,0.11267605633802817,0.028169014084507043
unrefactor21,380,0.39210526315789473,0.0,0.2394736842105263,0.002631578947368421
unrefactor22,10,0.0,0.0,0.4,0.0
unrefactor23,0,-1,-1,-1,-1
unrefactor24,5,0.0,0.0,0.0,0.0
unrefactor25,0,-1,-1,-1,-1
unrefactor26,11,0.0,0.18181818181818182,0.2727272727272727,0.0
unrefactor27,11,0.0,0.09090909090909091,0.18181818181818182,0.0
