refactor1,15,0,2,5,0
refactor2,0,0,0,0,0
refactor3,6,0,0,6,0
refactor4,6,6,0,6,0
refactor5,16,0,1,3,0
refactor6,15,0,0,4,1
refactor7,128,0,9,30,5
refactor8,0,0,0,0,0
refactor9,10,0,0,6,0
refactor10,3,0,0,2,0
refactor11,0,0,0,0,0
refactor12,57,29,4,17,0
refactor13,167,120,15,59,5
refactor14,9,0,0,8,0
refactor15,15,3,0,5,0
refactor16,5,0,0,4,0
refactor17,21,0,4,2,0
refactor18,29,0,4,6,1
refactor19,12,0,0,6,0
refactor20,10,0,0,6,0
refactor21,8,0,0,4,1
refactor22,17,1,0,8,0
refactor23,31,6,1,9,1
refactor24,11,0,1,6,0
refactor25,9,0,1,5,0
refactor26,15,14,0,8,0
refactor27,7,7,0,4,0
refactor28,47,14,1,12,1
refactor29,23,11,0,5,1
refactor30,13,7,1,5,1
refactor31,7,2,0,4,1
refactor32,49,42,3,21,1
refactor33,18,0,3,6,0
refactor34,19,7,1,7,0
refactor35,27,9,3,11,1
refactor36,13,1,0,5,0
refactor37,12,0,1,3,0
refactor38,3,0,0,3,0
refactor39,9,7,0,7,0
refactor40,4,0,0,4,0
refactor41,4,0,0,4,0
refactor42,8,0,1,5,0
refactor43,28,13,1,12,0
refactor44,5,0,0,4,0
refactor45,7,1,0,4,0
refactor46,4,0,0,4,0
refactor47,4,0,0,4,0
refactor48,10,0,0,4,0
refactor49,10,0,0,5,1
refactor50,8,0,0,6,0
refactor51,7,0,0,5,0
refactor52,7,0,0,4,0
refactor53,8,0,0,4,0
refactor54,20,6,0,5,0
refactor55,24,0,0,7,1
refactor56,18,4,0,5,0
refactor57,58,26,3,16,3
refactor58,5,0,0,5,0
refactor59,15,1,0,5,0
