unrefactor1,2236,5,8,2,288,47,4,2225,4,3,4
unrefactor2,1101,0,0,0,521,148,0,1243,0,0,0
unrefactor3,2236,5,7,4,1487,293,7,2229,0,7,0
unrefactor4,2236,4,236,68,1280,308,236,2000,0,0,236
unrefactor5,2236,2,4,4,976,263,4,2230,0,0,0
unrefactor6,2236,1,2,0,1031,227,0,2230,6,0,0
unrefactor7,142,0,0,0,20,4,0,2201,29,6,0
unrefactor8,2236,2,4,0,932,205,4,2232,0,4,0
unrefactor9,2236,5,7,0,1367,322,7,2229,0,0,7
unrefactor10,2236,1,2,1,981,266,2,2227,7,2,0
unrefactor11,2236,2,4,1,1096,266,0,2232,4,0,0
unrefactor12,2236,3,6,1,1240,341,6,2230,0,0,0
unrefactor13,2236,0,0,0,1026,243,0,2236,0,0,0
unrefactor14,1525,0,0,0,591,133,0,1525,0,0,0
unrefactor15,2236,5,8,1,523,113,8,2228,0,0,8
unrefactor16,2203,3,3,1,1007,260,3,2200,0,0,0
unrefactor17,2236,4,18,2,1293,385,18,2218,0,18,0
unrefactor18,2236,9,23,5,1206,291,12,2176,48,12,0
unrefactor19,2236,5,30,5,976,263,7,2200,29,7,0
unrefactor20,1759,4,5,2,218,31,3,2223,5,5,3
unrefactor21,2236,3,23,9,973,227,0,2213,23,0,0
unrefactor22,2236,3,27,8,913,214,27,2209,0,0,0
unrefactor23,2236,4,36,3,1113,261,36,2200,0,36,0
unrefactor24,2236,3,10,4,1003,245,0,2226,0,10,0
unrefactor25,2236,4,7,2,249,46,5,2218,11,2,5
unrefactor26,2236,0,0,0,1253,389,0,2236,0,0,0
unrefactor27,2236,4,5,0,964,279,0,2231,5,0,0
unrefactor28,2236,3,4,1,1224,317,0,2227,5,2,2
unrefactor29,2236,3,5,2,910,200,5,2231,0,0,0
unrefactor30,2236,0,0,0,267,29,0,2236,0,0,0
unrefactor31,157,3,9,2,92,22,9,148,0,0,0
unrefactor32,2236,2,33,9,952,266,33,2203,0,33,0
unrefactor33,2236,4,11,0,992,231,0,2225,11,0,0
unrefactor34,2236,6,22,0,714,86,22,2214,0,0,0
unrefactor35,2236,1,8,2,1413,386,8,2228,0,8,0
unrefactor36,2236,2,3,0,1456,416,3,2233,0,3,0
unrefactor37,2236,5,18,7,1003,272,0,2218,18,0,0
unrefactor38,2236,3,5,1,1077,271,4,2196,36,4,0
unrefactor39,1791,3,17,10,1006,251,12,2200,24,12,0
unrefactor40,2236,4,4,0,875,216,0,2232,4,0,0
unrefactor41,2236,2,2,0,1387,268,0,2234,2,0,0
unrefactor42,2236,4,20,3,1462,381,0,2216,20,0,0
