@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute numTotalMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
2,0,true,true,0.10227272727272728,18,125,true,4,0.0625,0.0,true,false,false,false,false,5,1.0,0.1000277854959711,0.0,0.0,0.0,0.005834954153931648,0.0016671297582661851,0.0,0.09974993053626008,2.778549597110308E-4,0.0,0.0,15,0.0,0.13333333333333333,0.3333333333333333,0.0,refactored
2,7,true,true,0.14388489208633093,20,141,true,4,0.0625,0.0,true,true,true,false,false,5,1.0,0.1000277854959711,0.25,8.335648791330926E-4,8.335648791330926E-4,0.010836343428730202,0.004723534315087524,8.335648791330926E-4,0.09919422061683801,0.0,8.335648791330926E-4,0.0,0,-1,-1,-1,-1,refactored
2,9,true,false,1.0,19,85,true,6,0.13333333333333333,0.0,false,true,true,false,false,0,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,0.011947763267574326,0.0030564045568213394,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,6,0.0,0.0,1.0,0.0,refactored
4,24,true,false,1.0,10,76,true,2,0.3333333333333333,0.0,false,false,false,false,false,0,1.0,0.1000277854959711,0.25,0.0022228396776882466,2.778549597110308E-4,0.011947763267574326,0.0030564045568213394,2.778549597110308E-4,0.09613781606001667,0.0,0.003612114476243401,0.0,6,1.0,0.0,1.0,0.0,refactored
2,0,true,true,0.09523809523809523,14,100,true,3,0.07692307692307693,0.0,true,false,false,false,false,5,1.0,0.1000277854959711,0.25,0.0011114198388441233,0.0,0.010836343428730202,0.0011114198388441233,0.0,0.09836065573770492,0.0016671297582661851,0.0,0.0,16,0.0,0.0625,0.1875,0.0,refactored
2,1,true,true,0.14393939393939395,19,137,true,4,0.06666666666666667,0.0,true,true,true,false,false,5,1.0,0.1000277854959711,0.25,5.557099194220616E-4,2.778549597110308E-4,0.012503473186996388,0.0016671297582661851,5.557099194220616E-4,0.09947207557654904,0.0,5.557099194220616E-4,0.0,15,0.0,0.0,0.26666666666666666,0.06666666666666667,refactored
2,7,true,false,0.937984496124031,121,695,true,25,0.07692307692307693,0.04395604395604396,false,true,true,false,false,12,1.0,0.1000277854959711,0.25,2.778549597110308E-4,2.778549597110308E-4,0.012225618227285358,0.0066685190330647405,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,128,0.0,0.0703125,0.234375,0.0390625,refactored
2,7,true,true,0.15503875968992248,20,137,true,4,0.0625,0.0,true,true,true,false,false,5,1.0,0.1000277854959711,0.25,2.778549597110308E-4,2.778549597110308E-4,0.012225618227285358,0.0066685190330647405,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,0,-1,-1,-1,-1,refactored
2,6,true,false,0.9523809523809523,20,118,true,6,0.1111111111111111,0.05555555555555555,false,true,true,false,false,1,1.0,0.1000277854959711,0.25,0.0027785495971103086,0.0013892747985551543,0.011947763267574326,0.004167824395665463,0.0027785495971103086,0.0972492358988608,0.0,0.0027785495971103086,0.0,10,0.0,0.0,0.6,0.0,refactored
2,6,true,true,0.6190476190476191,13,91,true,4,0.08333333333333333,0.08333333333333333,true,true,true,false,false,2,1.0,0.1000277854959711,0.25,0.0027785495971103086,0.0013892747985551543,0.011947763267574326,0.004167824395665463,0.0027785495971103086,0.0972492358988608,0.0,0.0027785495971103086,0.0,3,0.0,0.0,0.6666666666666666,0.0,refactored
2,0,true,false,1.0,14,82,true,6,0.0,0.0,false,false,false,false,false,0,1.0,0.1000277854959711,0.5,5.557099194220616E-4,2.778549597110308E-4,0.014448457904973604,0.0033342595165323703,5.557099194220616E-4,0.09947207557654904,0.0,5.557099194220616E-4,0.0,0,-1,-1,-1,-1,refactored
6,104,true,false,0.8,28,127,true,5,0.2222222222222222,0.0,false,true,true,false,false,10,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,0.005834954153931648,0.001944984717977216,2.778549597110308E-4,0.09974993053626008,0.0,0.0,0.0,51,0.43137254901960786,0.0784313725490196,0.29411764705882354,0.0,refactored
6,100,true,false,0.8108108108108109,30,154,true,5,0.22727272727272727,0.0,false,true,true,false,false,11,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,0.005834954153931648,0.001944984717977216,2.778549597110308E-4,0.09974993053626008,0.0,0.0,0.0,153,0.6928104575163399,0.09803921568627451,0.3333333333333333,0.026143790849673203,refactored
2,6,true,false,0.9803921568627451,50,236,true,26,0.0,0.0,false,true,true,false,false,5,1.0,0.1000277854959711,0.25,0.001944984717977216,2.778549597110308E-4,0.01722700750208391,0.005001389274798555,0.001944984717977216,0.09808280077799389,0.0,0.001944984717977216,0.0,9,0.0,0.0,0.8888888888888888,0.0,refactored
3,4,true,false,0.9047619047619048,19,79,true,5,0.15384615384615385,0.0,false,true,true,false,false,8,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,0.006390664073353709,0.001944984717977216,2.778549597110308E-4,0.09974993053626008,0.0,0.0,2.778549597110308E-4,15,0.2,0.0,0.3333333333333333,0.0,refactored
2,8,false,false,0.9,18,68,true,6,0.0,0.0,false,false,false,false,false,3,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,0.007224228952486802,0.0025006946373992774,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,5,0.0,0.0,0.8,0.0,refactored
2,1,true,false,1.0,14,112,false,0,0.4166666666666667,0.0,false,true,true,false,true,2,1.0,2.778549597110308E-4,0.0,0.0,0.0,2.778549597110308E-4,2.778549597110308E-4,0.0,2.778549597110308E-4,0.0,0.0,0.0,21,0.0,0.19047619047619047,0.09523809523809523,0.0,refactored
2,1,true,false,1.0,22,165,false,0,0.47058823529411764,0.0,false,true,true,false,true,3,1.0,2.778549597110308E-4,0.0,0.0,0.0,2.778549597110308E-4,2.778549597110308E-4,0.0,2.778549597110308E-4,0.0,0.0,0.0,29,0.0,0.13793103448275862,0.20689655172413793,0.034482758620689655,refactored
2,0,false,false,0.9333333333333333,14,85,false,0,0.36363636363636365,0.0,false,false,false,false,true,1,1.0,8.335648791330926E-4,0.0,0.0,0.0,8.335648791330926E-4,2.778549597110308E-4,0.0,8.335648791330926E-4,0.0,0.0,0.0,12,0.0,0.0,0.5,0.0,refactored
2,0,false,false,1.0,15,120,false,0,0.36363636363636365,0.0,false,false,false,false,true,3,1.0,8.335648791330926E-4,0.0,0.0,0.0,8.335648791330926E-4,2.778549597110308E-4,0.0,8.335648791330926E-4,0.0,0.0,0.0,10,0.0,0.0,0.6,0.0,refactored
2,0,false,false,1.0,15,102,false,0,0.36363636363636365,0.0,false,false,false,false,true,3,1.0,8.335648791330926E-4,0.0,0.0,0.0,8.335648791330926E-4,2.778549597110308E-4,0.0,8.335648791330926E-4,0.0,0.0,0.0,8,0.0,0.0,0.5,0.125,refactored
3,0,false,false,1.0,14,92,false,0,0.36363636363636365,0.0,false,false,false,false,true,3,1.0,0.0013892747985551543,0.0,0.0,0.0,0.0011114198388441233,2.778549597110308E-4,0.0,0.0013892747985551543,0.0,0.0,0.0,17,0.058823529411764705,0.0,0.47058823529411764,0.0,refactored
11,0,false,false,1.0,14,99,false,0,0.4166666666666667,0.0,false,false,false,false,true,3,1.0,0.0013892747985551543,0.0,0.0,0.0,0.0011114198388441233,2.778549597110308E-4,0.0,0.0013892747985551543,0.0,0.0,0.0,31,0.1935483870967742,0.03225806451612903,0.2903225806451613,0.03225806451612903,refactored
2,0,false,false,1.0,14,93,false,0,0.36363636363636365,0.0,false,false,false,false,true,2,1.0,0.0013892747985551543,0.0,0.0,0.0,0.0011114198388441233,2.778549597110308E-4,0.0,0.0013892747985551543,0.0,0.0,0.0,11,0.0,0.09090909090909091,0.5454545454545454,0.0,refactored
2,0,false,false,1.0,16,119,false,0,0.4166666666666667,0.0,false,false,false,false,true,3,1.0,0.0013892747985551543,0.0,0.0,0.0,0.0011114198388441233,2.778549597110308E-4,0.0,0.0013892747985551543,0.0,0.0,0.0,9,0.0,0.1111111111111111,0.5555555555555556,0.0,refactored
3,0,false,false,1.0,15,104,false,0,0.36363636363636365,0.0,false,false,false,false,true,4,1.0,0.0016671297582661851,0.0,0.0,0.0,0.0011114198388441233,0.0,0.0,0.0016671297582661851,0.0,0.0,0.0,15,0.9333333333333333,0.0,0.5333333333333333,0.0,refactored
3,0,false,false,1.0,19,113,false,1,0.3333333333333333,0.0,false,false,false,false,true,1,1.0,0.0016671297582661851,0.0,0.0,0.0,0.0011114198388441233,0.0,0.0,0.0016671297582661851,0.0,0.0,0.0,7,1.0,0.0,0.5714285714285714,0.0,refactored
3,0,false,false,1.0,21,138,false,1,0.3125,0.0,false,false,false,false,true,2,1.0,0.0016671297582661851,0.0,0.0,0.0,0.0011114198388441233,0.0,0.0,0.0016671297582661851,0.0,0.0,0.0,47,0.2978723404255319,0.02127659574468085,0.2553191489361702,0.02127659574468085,refactored
6,0,false,false,1.0,16,121,false,0,0.36363636363636365,0.0,false,false,false,false,true,2,1.0,0.001944984717977216,0.0,0.0,0.0,0.0011114198388441233,0.0,0.0,0.001944984717977216,0.0,0.0,0.0,23,0.4782608695652174,0.0,0.21739130434782608,0.043478260869565216,refactored
16,0,false,false,1.0,15,93,false,0,0.36363636363636365,0.0,false,false,false,false,true,2,1.0,0.0022228396776882466,0.0,0.0,0.0,0.0011114198388441233,0.0,0.0,0.0022228396776882466,0.0,0.0,0.0,13,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.07692307692307693,refactored
