unrefactor1,96,0,0,1,0
unrefactor2,14,0,0,8,0
unrefactor3,0,0,0,0,0
unrefactor4,18,7,0,7,0
unrefactor5,26,0,1,4,0
unrefactor6,1,0,0,1,0
unrefactor7,11,0,0,3,0
unrefactor8,119,0,4,18,0
unrefactor9,113,96,0,1,0
unrefactor10,10,0,0,6,0
unrefactor11,16,0,2,7,1
unrefactor12,1,0,0,1,0
unrefactor13,0,0,0,0,0
unrefactor14,12,0,0,3,0
unrefactor15,9,0,0,5,0
unrefactor16,16,0,1,6,1
unrefactor17,0,0,0,0,0
unrefactor18,0,0,0,0,0
unrefactor19,29,0,1,5,0
unrefactor20,5,0,0,5,0
unrefactor21,167,0,4,16,3
unrefactor22,0,0,0,0,0
unrefactor23,9,0,0,5,0
unrefactor24,0,0,0,0,0
unrefactor25,4,0,0,1,0
unrefactor26,0,0,0,0,0
unrefactor27,0,0,0,0,0
unrefactor28,7,5,0,4,0
unrefactor29,12,0,1,7,0
unrefactor30,103,53,15,10,0
unrefactor31,14,1,4,1,0
unrefactor32,24,0,3,5,0
unrefactor33,0,0,0,0,0
unrefactor34,1,0,0,1,0
unrefactor35,10,0,0,4,0
unrefactor36,34,0,1,13,0
unrefactor37,0,0,0,0,0
unrefactor38,8,0,0,2,0
unrefactor39,51,0,0,1,0
unrefactor40,7,2,1,3,0
unrefactor41,0,0,0,0,0
unrefactor42,0,0,0,0,0
unrefactor43,21,0,2,5,1
unrefactor44,0,0,0,0,0
unrefactor45,5,0,0,1,0
unrefactor46,1,0,0,0,0
unrefactor47,4,0,0,1,0
unrefactor48,6,3,0,1,0
unrefactor49,32,0,1,8,1
unrefactor50,77,0,6,13,1
unrefactor51,36,0,1,6,0
unrefactor52,0,0,0,0,0
unrefactor53,29,0,2,4,0
unrefactor54,8,0,0,5,0
unrefactor55,14,0,5,4,0
unrefactor56,30,0,3,8,0
unrefactor57,0,0,0,0,0
unrefactor58,37,0,0,10,0
unrefactor59,5,0,0,4,0
unrefactor60,4,0,0,1,0
unrefactor61,15,0,3,1,0
unrefactor62,24,0,5,1,0
unrefactor63,47,0,0,2,0
unrefactor64,35,26,0,10,0
unrefactor65,183,0,1,53,2
