@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute numMonthOfFile real
@attribute numLineOfMethod real
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute cloneEval {refactored, unrefactored}

@data
2,0,true,true,5,176,0.10227272727272728,18,125,true,4,0.0625,0.0,true,false,false,false,false,5,1.0,0.1000277854959711,0.0,0.0,0.0,0.005834954153931648,0.0016671297582661851,0.0,0.09974993053626008,2.778549597110308E-4,0.0,0.0,refactored
2,7,true,true,7,139,0.14388489208633093,20,141,true,4,0.0625,0.0,true,true,true,false,false,5,1.0,0.1000277854959711,0.25,8.335648791330926E-4,8.335648791330926E-4,0.010836343428730202,0.004723534315087524,8.335648791330926E-4,0.09919422061683801,0.0,8.335648791330926E-4,0.0,refactored
2,9,true,false,8,19,1.0,19,85,true,6,0.13333333333333333,0.0,false,true,true,false,false,0,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,0.011947763267574326,0.0030564045568213394,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,refactored
4,24,true,false,8,10,1.0,10,76,true,2,0.3333333333333333,0.0,false,false,false,false,false,0,1.0,0.1000277854959711,0.25,0.0022228396776882466,2.778549597110308E-4,0.011947763267574326,0.0030564045568213394,2.778549597110308E-4,0.09613781606001667,0.0,0.003612114476243401,0.0,refactored
2,0,true,true,12,147,0.09523809523809523,14,100,true,3,0.07692307692307693,0.0,true,false,false,false,false,5,1.0,0.1000277854959711,0.25,0.0011114198388441233,0.0,0.010836343428730202,0.0011114198388441233,0.0,0.09836065573770492,0.0016671297582661851,0.0,0.0,refactored
2,1,true,true,12,132,0.14393939393939395,19,137,true,4,0.06666666666666667,0.0,true,true,true,false,false,5,1.0,0.1000277854959711,0.25,5.557099194220616E-4,2.778549597110308E-4,0.012503473186996388,0.0016671297582661851,5.557099194220616E-4,0.09947207557654904,0.0,5.557099194220616E-4,0.0,refactored
2,7,true,false,18,129,0.937984496124031,121,695,true,25,0.07692307692307693,0.04395604395604396,false,true,true,false,false,12,1.0,0.1000277854959711,0.25,2.778549597110308E-4,2.778549597110308E-4,0.012225618227285358,0.0066685190330647405,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,refactored
2,7,true,true,18,129,0.15503875968992248,20,137,true,4,0.0625,0.0,true,true,true,false,false,5,1.0,0.1000277854959711,0.25,2.778549597110308E-4,2.778549597110308E-4,0.012225618227285358,0.0066685190330647405,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,refactored
2,6,true,false,21,21,0.9523809523809523,20,118,true,6,0.1111111111111111,0.05555555555555555,false,true,true,false,false,1,1.0,0.1000277854959711,0.25,0.0027785495971103086,0.0013892747985551543,0.011947763267574326,0.004167824395665463,0.0027785495971103086,0.0972492358988608,0.0,0.0027785495971103086,0.0,refactored
2,6,true,true,21,21,0.6190476190476191,13,91,true,4,0.08333333333333333,0.08333333333333333,true,true,true,false,false,2,1.0,0.1000277854959711,0.25,0.0027785495971103086,0.0013892747985551543,0.011947763267574326,0.004167824395665463,0.0027785495971103086,0.0972492358988608,0.0,0.0027785495971103086,0.0,refactored
2,0,true,false,61,14,1.0,14,82,true,6,0.0,0.0,false,false,false,false,false,0,1.0,0.1000277854959711,0.5,5.557099194220616E-4,2.778549597110308E-4,0.014448457904973604,0.0033342595165323703,5.557099194220616E-4,0.09947207557654904,0.0,5.557099194220616E-4,0.0,refactored
6,104,true,false,64,35,0.8,28,127,true,5,0.2222222222222222,0.0,false,true,true,false,false,10,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,0.005834954153931648,0.001944984717977216,2.778549597110308E-4,0.09974993053626008,0.0,0.0,0.0,refactored
