unrefactor1,33,0,3,7,0
unrefactor2,20,0,1,5,0
unrefactor3,74,39,9,10,2
unrefactor4,16,6,1,4,0
unrefactor5,0,0,0,0,0
unrefactor6,15,0,0,7,0
unrefactor7,0,0,0,0,0
unrefactor8,17,0,1,6,0
unrefactor9,1,0,0,1,0
unrefactor10,35,0,2,10,2
unrefactor11,6,0,2,0,0
unrefactor12,0,0,0,0,0
unrefactor13,0,0,0,0,0
unrefactor14,0,0,0,0,0
unrefactor15,17,0,6,5,0
unrefactor16,0,0,0,0,0
unrefactor17,5,5,0,5,0
unrefactor18,0,0,0,0,0
unrefactor19,13,0,0,3,0
unrefactor20,0,0,0,0,0
unrefactor21,0,0,0,0,0
unrefactor22,8,0,0,1,0
unrefactor23,12,0,0,5,0
unrefactor24,3,0,0,1,0
unrefactor25,63,60,7,16,2
unrefactor26,0,0,0,0,0
unrefactor27,45,0,5,7,2
unrefactor28,0,0,0,0,0
unrefactor29,46,11,2,13,1
unrefactor30,0,0,0,0,0
unrefactor31,0,0,0,0,0
unrefactor32,0,0,0,0,0
unrefactor33,5,0,0,4,0
unrefactor34,54,0,4,11,0
unrefactor35,22,5,0,9,1
unrefactor36,18,0,1,6,0
unrefactor37,19,10,2,2,0
unrefactor38,7,0,0,3,0
unrefactor39,4,0,0,4,0
unrefactor40,0,0,0,0,0
unrefactor41,9,0,0,3,0
unrefactor42,16,0,2,4,0
unrefactor43,4,0,1,3,0
