@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute numTotalMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
2,0,true,true,true,true,1.0,0.1000277854959711,0.25,0.0013892747985551543,8.335648791330926E-4,0.004723534315087524,0.001944984717977216,0.0013892747985551543,0.09863851069741594,0.0,0.0013892747985551543,0.0,42,0.0,0.0,0.2619047619047619,0.0,unrefactored
9,164,false,false,false,false,0.8703703703703701,0.038899694359544316,0.0,0.0,0.0,2.778549597110308E-4,2.778549597110308E-4,0.0,0.03862183939983329,0.0,0.0,0.0,56,0.4107142857142857,0.017857142857142856,0.26785714285714285,0.017857142857142856,unrefactored
2,0,true,true,true,true,1.0,0.037232564601278134,0.25,5.557099194220616E-4,5.557099194220616E-4,0.004723534315087524,0.001944984717977216,5.557099194220616E-4,0.03667685468185607,0.0,5.557099194220616E-4,0.0,28,0.0,0.07142857142857142,0.21428571428571427,0.0,unrefactored
2,0,true,false,false,false,0.5666666666666667,0.05696026674076132,0.25,2.778549597110308E-4,0.0,0.010280633509308142,0.003889969435954432,2.778549597110308E-4,0.05557099194220617,0.0011114198388441233,2.778549597110308E-4,0.0,36,0.0,0.1111111111111111,0.5,0.0,unrefactored
2,5,true,true,true,false,1.0,0.1000277854959711,0.0,0.0,0.0,0.0013892747985551543,0.0,0.0,0.1000277854959711,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,unrefactored
2,0,true,true,true,true,1.0,0.1000277854959711,0.25,2.778549597110308E-4,0.0,5.557099194220616E-4,0.0,2.778549597110308E-4,0.09974993053626008,0.0,2.778549597110308E-4,0.0,2,0.0,0.0,1.0,0.0,unrefactored
2,0,true,false,false,false,0.546875,0.1000277854959711,0.25,5.557099194220616E-4,2.778549597110308E-4,0.010280633509308142,0.0022228396776882466,0.0,0.09891636565712698,0.0011114198388441233,0.0,0.0,36,0.0,0.1111111111111111,0.5,0.0,unrefactored
3,28,true,true,true,false,1.0,2.778549597110308E-4,0.0,0.0,0.0,0.0,0.0,0.0,2.778549597110308E-4,0.0,0.0,0.0,25,0.52,0.32,0.12,0.0,unrefactored
2,5,true,true,true,false,1.0,0.1000277854959711,0.25,5.557099194220616E-4,2.778549597110308E-4,0.007224228952486802,0.0011114198388441233,5.557099194220616E-4,0.09947207557654904,0.0,5.557099194220616E-4,0.0,13,0.0,0.0,0.15384615384615385,0.0,unrefactored
4,0,true,false,false,false,1.0,0.054459572103362046,0.25,2.778549597110308E-4,0.0,0.011114198388441235,0.004167824395665463,2.778549597110308E-4,0.05418171714365101,0.0,0.0,0.0,2,1.0,0.0,1.0,0.0,unrefactored
2,0,true,true,true,true,1.0,0.1000277854959711,0.25,5.557099194220616E-4,0.0,0.009724923589886079,2.778549597110308E-4,5.557099194220616E-4,0.09947207557654904,0.0,5.557099194220616E-4,0.0,7,0.0,0.0,0.14285714285714285,0.0,unrefactored
2,17,true,true,true,false,1.0,0.1000277854959711,0.0,0.0,0.0,5.557099194220616E-4,2.778549597110308E-4,0.0,0.1000277854959711,0.0,0.0,0.0,21,0.0,0.14285714285714285,0.09523809523809523,0.0,unrefactored
2,7,true,true,true,false,1.0,0.013059183106418449,0.25,2.778549597110308E-4,0.0,0.0027785495971103086,5.557099194220616E-4,2.778549597110308E-4,0.012781328146707419,0.0,2.778549597110308E-4,0.0,2,0.0,0.5,0.5,0.0,unrefactored
2,0,false,false,false,false,0.5606060606060606,2.778549597110308E-4,0.0,0.0,0.0,0.0,0.0,0.0,2.778549597110308E-4,0.0,0.0,0.0,20,0.0,0.0,0.4,0.0,unrefactored
2,2,true,true,true,false,1.0,0.1000277854959711,0.25,0.0022228396776882466,0.0022228396776882466,0.005001389274798555,0.0025006946373992774,0.0022228396776882466,0.09780494581828286,0.0,0.0022228396776882466,0.0,5,0.0,0.6,0.2,0.0,unrefactored
5,149,true,true,true,false,1.0,0.1000277854959711,0.25,8.335648791330926E-4,8.335648791330926E-4,0.0011114198388441233,0.0011114198388441233,8.335648791330926E-4,0.09919422061683801,0.0,0.0,0.0,55,0.45454545454545453,0.16363636363636364,0.14545454545454545,0.0,unrefactored
