@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numTotalMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
4,0,false,false,0.9,18,189,false,0,0.5454545454545454,0.0,false,false,false,false,true,2,1.0,1.3544629554381688E-4,0.0,0.0,0.0,0.0,0.0,20,0.15,0.05,0.15,0.0,unrefactored
6,88,true,false,1.0,17,172,true,4,0.0625,0.0,false,true,true,false,false,1,1.0,0.10002708925910876,0.0,0.0,0.0,0.005282405526208858,0.0011512935121224435,78,0.717948717948718,0.11538461538461539,0.28205128205128205,0.038461538461538464,unrefactored
2,13,true,false,0.8823529411764706,15,153,true,1,0.0,0.0,false,false,false,false,false,12,0.4166666666666667,0.10002708925910876,0.0027063599458728013,2.031694433157253E-4,6.772314777190844E-5,0.007178653663822294,0.0014899092509819856,24,0.0,0.0,0.3333333333333333,0.0,unrefactored
2,0,true,false,0.9761904761904762,41,318,true,20,0.023809523809523808,0.0,false,false,false,false,false,5,1.0,0.010700257347961534,0.0027063599458728013,2.031694433157253E-4,6.772314777190844E-5,0.007517269402681837,0.0017608018420696193,69,0.0,0.0,0.13043478260869565,0.0,unrefactored
3,45,true,false,0.9,9,89,false,0,0.75,0.0,false,false,false,false,false,5,0.35000000000000003,0.015440877691995123,0.0,0.0,0.0,0.0027089259108763375,6.09508329947176E-4,28,0.35714285714285715,0.07142857142857142,0.10714285714285714,0.0,unrefactored
3,44,true,false,0.9836065573770492,60,670,true,10,0.5405405405405406,0.0,false,true,true,false,true,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,264,0.3409090909090909,0.10227272727272728,0.056818181818181816,0.0,unrefactored
3,21,true,false,1.0,16,203,false,0,0.5833333333333334,0.0,false,true,true,false,true,4,1.0,0.024854395232290397,0.0027063599458728013,2.7089259108763376E-4,0.0,0.0028443722064201544,1.3544629554381688E-4,72,0.1527777777777778,0.18055555555555555,0.013888888888888888,0.0,unrefactored
2,9,true,false,0.9444444444444444,17,187,false,0,0.14285714285714285,0.0,false,true,true,false,true,3,1.0,0.01957198970608154,0.0013531799729364006,1.3544629554381688E-4,6.772314777190844E-5,0.0012867398076662603,2.031694433157253E-4,18,0.0,0.0,0.05555555555555555,0.0,unrefactored
5,0,false,false,0.9,9,58,false,2,0.0,0.0,false,false,false,false,false,5,0.4676867649893966,0.006095083299471759,0.0,0.0,0.0,9.481240688067181E-4,2.7089259108763376E-4,18,0.2777777777777778,0.0,0.16666666666666666,0.0,unrefactored
3,0,true,false,1.0,28,190,true,11,0.041666666666666664,0.0,false,false,false,false,false,2,0.7254901960784315,0.024922118380062305,0.0027063599458728013,1.3544629554381688E-4,6.772314777190844E-5,0.0020994175809291617,4.7406203440335904E-4,45,0.4888888888888889,0.08888888888888889,0.35555555555555557,0.022222222222222223,unrefactored
2,0,false,true,0.11475409836065574,21,204,true,4,0.25,0.0,true,false,false,false,true,10,1.0,0.07253149126371394,0.0013531799729364006,1.3544629554381688E-4,0.0,1.3544629554381688E-4,0.0,18,0.0,0.16666666666666666,0.2777777777777778,0.0,unrefactored
2,5,true,false,1.0,35,148,true,7,0.42857142857142855,0.0,false,true,true,false,false,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.38461538461538464,0.0,unrefactored
2,3,true,false,0.9333333333333333,14,152,false,0,0.16666666666666666,0.0,false,true,true,false,true,4,1.0,0.0673845320330489,0.0013531799729364006,2.031694433157253E-4,0.0,0.0016930786942977109,2.031694433157253E-4,3,0.0,0.0,0.3333333333333333,0.0,unrefactored
2,0,true,false,1.0,67,274,true,44,0.030303030303030304,0.0,false,true,true,true,false,2,0.37037037037037035,0.043952322903968576,0.0040595399188092015,7.449546254909928E-4,6.772314777190844E-5,0.0017608018420696193,6.772314777190844E-5,127,0.0,0.05511811023622047,0.16535433070866143,0.015748031496062992,unrefactored
2,1,true,false,1.0,11,95,true,1,0.2,0.0,false,true,true,false,true,0,1.0,0.032371664634972236,0.0013531799729364006,6.772314777190844E-5,6.772314777190844E-5,0.0014899092509819856,3.386157388595422E-4,15,0.0,0.26666666666666666,0.2,0.0,unrefactored
2,0,true,false,0.2857142857142857,10,100,true,3,0.2222222222222222,0.0,false,false,false,false,false,10,0.3333333333333333,0.10002708925910876,0.005412719891745603,4.063388866314506E-4,6.772314777190844E-5,0.0037924962752268723,6.772314777190844E-4,7,0.0,0.0,1.0,0.0,unrefactored
2,0,true,false,0.9836065573770492,60,332,true,24,0.18518518518518517,0.0,false,true,true,true,true,4,1.0,0.10002708925910876,0.0040595399188092015,2.031694433157253E-4,0.0,0.0050792360828931325,0.001083570364350535,92,0.0,0.05434782608695652,0.1956521739130435,0.021739130434782608,unrefactored
2,0,true,true,0.06542056074766354,14,133,true,4,0.09090909090909091,0.0,true,true,true,true,false,6,1.0,0.041040227549776515,0.008119079837618403,0.0014221861032100772,2.031694433157253E-4,0.01693078694297711,0.0011512935121224435,15,0.0,0.2,0.4,0.0,unrefactored
3,23,true,false,1.0,16,116,false,0,0.9,0.0,false,true,true,false,true,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.391304347826087,0.0,0.043478260869565216,0.0,unrefactored
2,10,true,true,0.21212121212121213,7,84,true,2,0.2857142857142857,0.0,true,true,true,false,false,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.25,0.25,0.0,unrefactored
2,0,false,false,0.9642857142857143,27,288,true,14,0.03225806451612903,0.0,false,false,false,false,false,8,0.46153846153846156,0.040092103480969796,0.0013531799729364006,6.772314777190844E-5,0.0,0.0025734796153325207,3.386157388595422E-4,19,0.0,0.10526315789473684,0.15789473684210525,0.0,unrefactored
2,5,true,false,1.0,9,92,false,0,0.25,0.0,false,true,true,false,true,2,1.0,0.028105106325342,0.0013531799729364006,1.3544629554381688E-4,0.0,4.063388866314506E-4,0.0,27,0.0,0.14814814814814814,0.1111111111111111,0.0,unrefactored
2,0,false,false,0.3541666666666667,17,169,false,0,0.0,0.0,false,false,false,false,true,1,1.0,1.3544629554381688E-4,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,10,true,false,0.9838709677419355,61,851,false,1,0.625,0.0,false,true,true,false,true,5,1.0,0.006230529595015576,0.0013531799729364006,2.031694433157253E-4,1.3544629554381688E-4,2.031694433157253E-4,1.3544629554381688E-4,30,0.0,0.03333333333333333,0.03333333333333333,0.0,unrefactored
2,0,true,true,0.2222222222222222,8,94,true,1,0.14285714285714285,0.0,true,true,true,true,false,3,1.0,0.04198835161858323,0.0013531799729364006,2.7089259108763376E-4,6.772314777190844E-5,0.003115264797507788,0.0011512935121224435,16,0.0,0.1875,0.25,0.0,unrefactored
3,0,false,false,0.95,19,153,true,5,0.29411764705882354,0.0,false,false,false,false,false,0,1.0,0.018827035080590547,0.0,0.0,0.0,6.772314777190844E-4,6.772314777190844E-5,0,-1,-1,-1,-1,unrefactored
2,0,false,false,0.9375,15,78,true,9,0.0,0.0,false,false,false,false,false,5,1.0,0.021806853582554516,0.0013531799729364006,6.772314777190844E-5,0.0,0.001557632398753894,5.417851821752675E-4,1,0.0,0.0,1.0,0.0,unrefactored
4,0,false,false,0.8888888888888888,8,68,true,9,0.0,0.0,false,false,false,false,false,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,unrefactored
2,6,true,false,1.0,13,102,false,0,0.5,0.0,false,true,true,false,true,3,1.0,0.005824190708384126,0.0,0.0,0.0,1.3544629554381688E-4,0.0,13,0.0,0.07692307692307693,0.15384615384615385,0.0,unrefactored
2,8,true,false,1.0,10,81,false,0,0.5,0.0,false,true,true,false,true,3,1.0,0.018352973046187188,0.0027063599458728013,3.386157388595422E-4,6.772314777190844E-5,5.417851821752675E-4,6.772314777190844E-5,7,0.0,0.0,0.42857142857142855,0.0,unrefactored
2,0,true,false,0.9545454545454546,21,148,true,3,0.1111111111111111,0.05555555555555555,false,false,false,false,false,7,0.5806451612903226,0.10002708925910876,0.006765899864682003,0.001083570364350535,2.031694433157253E-4,0.005756467560612218,0.0014899092509819856,3,0.0,0.0,0.0,0.0,unrefactored
2,6,true,false,1.0,9,89,false,0,0.75,0.0,false,false,false,false,false,6,0.4,0.10002708925910876,0.0013531799729364006,7.449546254909928E-4,2.031694433157253E-4,0.0031829879452796965,0.0010158472165786266,28,0.0,0.07142857142857142,0.10714285714285714,0.0,unrefactored
2,11,false,false,1.0,9,138,false,0,0.75,0.0,false,false,false,false,true,4,0.4,0.009955302722470541,0.0013531799729364006,3.386157388595422E-4,2.031694433157253E-4,0.001083570364350535,3.386157388595422E-4,42,0.0,0.047619047619047616,0.19047619047619047,0.0,unrefactored
