@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute numMonthOfFile real
@attribute numLineOfMethod real
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute cloneEval {refactored, unrefactored}

@data
3,3,true,false,118,27,1.0,27,111,false,0,0.7142857142857143,0.0,false,unrefactored
2,1,true,false,68,18,1.0,18,88,false,0,0.2857142857142857,0.0,false,unrefactored
2,0,false,false,36,17,1.0,17,130,true,6,0.058823529411764705,0.058823529411764705,false,unrefactored
4,72,true,false,11,33,1.0,33,177,true,1,0.5789473684210527,0.0,false,unrefactored
2,0,false,true,43,46,0.30434782608695654,14,163,true,3,0.0,0.2,true,unrefactored
2,0,false,false,70,56,1.0,56,429,true,5,0.125,0.0,false,unrefactored
2,10,true,false,0,18,1.0,18,141,false,0,0.25,0.0,false,unrefactored
2,0,false,false,69,40,1.0,40,167,true,7,0.13636363636363635,0.0,false,unrefactored
3,22,true,false,56,29,1.0,29,48,false,0,0.5,0.0,false,unrefactored
2,0,false,true,3,92,0.14130434782608695,13,99,true,5,0.08333333333333333,0.0,true,unrefactored
2,0,true,false,54,13,1.0,13,121,false,0,0.5,0.0,false,unrefactored
2,0,false,true,135,302,0.0695364238410596,21,127,true,12,0.047619047619047616,0.0,true,unrefactored
2,0,false,false,40,53,0.33962264150943394,18,107,true,5,0.3333333333333333,0.0,false,unrefactored
2,0,false,false,147,19,1.0,19,115,true,6,0.0,0.0,false,unrefactored
2,1,true,false,22,12,1.0,12,69,false,0,0.42857142857142855,0.0,false,unrefactored
2,0,true,false,20,32,1.0,32,70,false,0,0.3333333333333333,0.0,false,unrefactored
2,0,false,false,77,20,0.6,12,79,true,2,0.36363636363636365,0.0,false,unrefactored
2,1,true,true,41,74,0.08108108108108109,6,55,false,0,0.5,0.0,true,unrefactored
