@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute numMonthOfFile real
@attribute numLineOfMethod real
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute numTotalMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
2,0,false,false,0,63,1.0,63,466,true,24,0.0784313725490196,0.0,false,false,false,false,false,5,0.03436988543371522,0.10000894534394847,0.017857142857142856,1.789068789694964E-4,4.47267197423741E-5,0.04902048483764201,0.011897307451471509,0.0,0.09983003846497898,1.789068789694964E-4,0.0,0.0,0,-1,-1,-1,-1,unrefactored
4,10,true,false,0,29,1.0,29,68,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.10000894534394847,0.026785714285714284,2.6836031845424457E-4,4.47267197423741E-5,0.05546113248054388,0.015251811432149567,2.6836031845424457E-4,0.09974058502549422,0.0,0.0,0.0,13,0.9230769230769231,0.0,0.07692307692307693,0.0,unrefactored
2,0,true,false,0,49,1.0,49,219,true,17,0.0967741935483871,0.0,false,true,true,true,true,9,1.0,0.10000894534394847,0.0,0.0,0.0,0.04588961445567582,0.010868592897396905,0.0,0.10000894534394847,0.0,0.0,0.0,25,0.0,0.0,0.56,0.04,unrefactored
2,0,false,false,0,13,1.0,13,118,true,3,0.09090909090909091,0.09090909090909091,false,false,false,false,true,2,1.0,0.06820824760712049,0.0,0.0,0.0,0.02643349136774309,0.005948653725735754,0.0,0.06820824760712049,0.0,0.0,0.0,0,-1,-1,-1,-1,unrefactored
3,3,true,false,0,57,1.0,57,279,false,1,0.3684210526315789,0.05263157894736842,false,true,true,false,true,7,1.0,0.10000894534394847,0.044642857142857144,3.578137579389928E-4,4.47267197423741E-5,0.02339207442526165,0.005054119330888273,3.578137579389928E-4,0.09965113158600948,0.0,0.0,3.578137579389928E-4,29,0.6551724137931034,0.0,0.3448275862068966,0.0,unrefactored
8,376,true,false,0,28,1.0,28,46,false,0,0.5,0.0,false,true,true,false,true,0,1.0,0.09853296359245013,0.026785714285714284,1.3418015922712228E-4,4.47267197423741E-5,0.045039806780570714,0.011628947133017264,1.3418015922712228E-4,0.098398783433223,0.0,0.0,0.0,7,0.7142857142857143,0.0,0.14285714285714285,0.0,unrefactored
2,0,true,true,0,163,0.06748466257668712,11,96,true,3,0.09090909090909091,0.0,true,true,true,true,false,8,1.0,0.10000894534394847,0.03571428571428571,8.050809553627337E-4,8.94534394847482E-5,0.057831648626889706,0.017219787100814028,8.050809553627337E-4,0.09920386438858574,0.0,8.050809553627337E-4,0.0,20,0.0,0.1,0.2,0.0,unrefactored
2,3,true,false,0,35,1.0,35,76,false,0,0.5,0.0,false,false,false,false,true,0,1.0,0.10000894534394847,0.08035714285714286,0.0010287145540746041,2.2363359871187046E-4,0.053940424009303156,0.013015475445030861,5.367206369084891E-4,0.09732534215940603,0.0021468825476339565,5.367206369084891E-4,0.0,47,0.0,0.0,0.02127659574468085,0.0,unrefactored
2,0,true,false,0,35,1.0,35,341,false,0,0.46875,0.0,false,false,false,false,true,4,1.0,0.10000894534394847,0.044642857142857144,0.0013418015922712228,2.2363359871187046E-4,0.04365327846855711,0.011763127292244387,3.1308703819661864E-4,0.098398783433223,0.0012970748725288487,3.1308703819661864E-4,0.0,4,0.0,0.0,0.25,0.0,unrefactored
3,0,true,false,0,32,1.0,32,239,true,2,0.3076923076923077,0.038461538461538464,false,false,false,false,true,2,1.0,0.07867430002683604,0.03571428571428571,2.2363359871187046E-4,8.94534394847482E-5,0.009750424903837552,0.001386528312013597,1.3418015922712228E-4,0.09942749798729761,2.2363359871187046E-4,2.2363359871187046E-4,1.3418015922712228E-4,0,-1,-1,-1,-1,unrefactored
2,0,false,false,0,21,1.0,21,83,true,4,0.1111111111111111,0.0,false,false,false,false,false,4,0.0761904761904762,0.10000894534394847,0.026785714285714284,0.0010287145540746041,4.0254047768136685E-4,0.04351909830932999,0.010152965381518919,0.0,0.09898023078987388,0.0010287145540746041,0.0,0.0,29,0.0,0.0,0.13793103448275862,0.0,unrefactored
5,22,true,false,0,12,1.0,12,91,false,0,0.09090909090909091,0.0,false,true,true,false,true,3,1.0,0.10000894534394847,0.026785714285714284,0.0012076214330441004,3.578137579389928E-4,0.04083549512478755,0.009571518024868057,0.0012076214330441004,0.09880132391090438,0.0,0.0,0.0,51,0.803921568627451,0.0,0.43137254901960786,0.0,unrefactored
2,12,true,false,0,24,1.0,24,198,true,11,0.0,0.0,false,true,true,false,false,6,1.0,0.10000894534394847,0.03571428571428571,0.0016101619107254674,1.3418015922712228E-4,0.04978083907326237,0.011673673852759638,0.0016101619107254674,0.098398783433223,0.0,0.0016101619107254674,0.0,5,0.0,0.2,0.2,0.0,unrefactored
4,0,false,true,0,12,0.75,9,94,true,4,0.1111111111111111,0.0,true,false,false,false,false,2,0.3921259842519686,0.10000894534394847,0.026785714285714284,4.4726719742374093E-4,1.789068789694964E-4,0.04486089990160122,0.010958046336881654,0.0,0.09956167814652474,0.0,4.4726719742374093E-4,0.0,0,-1,-1,-1,-1,unrefactored
3,0,true,true,0,25,0.56,14,135,true,3,0.14285714285714285,0.0,true,false,false,false,true,2,1.0,0.10000894534394847,0.03571428571428571,3.1308703819661864E-4,8.94534394847482E-5,0.01113695321585115,0.0020574291081492083,2.2363359871187046E-4,0.09920386438858574,4.91993917166115E-4,8.94534394847482E-5,2.2363359871187046E-4,0,-1,-1,-1,-1,unrefactored
12,95,true,true,0,126,0.1746031746031746,22,69,true,11,0.2777777777777778,0.0,true,true,true,false,true,3,1.0,0.10000894534394847,0.0,0.0,0.0,0.05604257983719474,0.01739869397978352,0.0,0.10000894534394847,0.0,0.0,0.0,36,0.9722222222222222,0.1388888888888889,0.25,0.0,unrefactored
2,0,false,true,0,56,0.6071428571428571,34,131,true,19,0.12121212121212122,0.0,true,false,false,false,false,4,0.10093167701863354,0.10000894534394847,0.03571428571428571,2.2363359871187046E-4,0.0,0.043116557831648625,0.012478754808122373,0.0,0.09978531174523661,2.2363359871187046E-4,0.0,0.0,10,0.0,0.0,0.4,0.0,unrefactored
4,0,true,false,0,23,1.0,23,197,true,7,0.6,0.0,false,false,false,false,true,5,1.0,0.10000894534394847,0.026785714285714284,1.789068789694964E-4,4.47267197423741E-5,0.05474550496466589,0.014178370158332588,0.0,0.09960640486626711,2.2363359871187046E-4,8.94534394847482E-5,8.94534394847482E-5,82,0.5365853658536586,0.06097560975609756,0.17073170731707318,0.0,unrefactored
6,23,true,false,0,39,1.0,39,115,false,0,0.1,0.3,false,true,true,false,true,0,1.0,0.10000894534394847,0.026785714285714284,2.2363359871187046E-4,8.94534394847482E-5,0.040701314965560426,0.00894534394847482,2.2363359871187046E-4,0.09978531174523661,0.0,0.0,0.0,23,0.7391304347826086,0.0,0.043478260869565216,0.0,unrefactored
2,1,true,false,0,34,1.0,34,105,false,0,0.1,0.3,false,true,true,false,true,0,1.0,0.10000894534394847,0.0,0.0,0.0,0.011942034171213884,0.0012970748725288487,0.0,0.10000894534394847,0.0,0.0,0.0,2,0.0,0.0,0.5,0.0,unrefactored
37,1166,true,false,0,14,1.0,14,160,false,0,0.46153846153846156,0.0,false,true,true,false,true,3,1.0,0.007022094999552733,0.026785714285714284,4.0254047768136685E-4,8.94534394847482E-5,0.0041148582162984166,9.8398783433223E-4,4.0254047768136685E-4,0.006619554521871366,0.0,0.0,0.0,263,0.6311787072243346,0.13307984790874525,0.19011406844106463,0.022813688212927757,unrefactored
2,0,true,true,0,127,0.3937007874015748,50,362,true,13,0.061224489795918366,0.02040816326530612,true,true,true,true,false,11,1.0,0.10000894534394847,0.017857142857142856,0.001475981751498345,4.0254047768136685E-4,0.042579837194740136,0.011897307451471509,0.001475981751498345,0.09853296359245013,0.0,0.001475981751498345,0.0,12,0.0,0.0,1.0,0.0,unrefactored
2,0,false,false,0,11,1.0,11,76,true,11,0.0,0.0,false,false,false,false,false,0,0.08962264150943396,0.10000894534394847,0.03571428571428571,4.91993917166115E-4,0.0,0.0443689059844351,0.010331872260488416,0.0,0.09951695142678237,4.91993917166115E-4,0.0,0.0,0,-1,-1,-1,-1,unrefactored
4,6,true,false,0,31,1.0,31,125,false,0,0.375,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.05357142857142857,9.8398783433223E-4,0.0,0.031934877896055106,0.003846497897844172,9.8398783433223E-4,0.09902495750961625,0.0,0.0,0.0,8,0.125,0.0,0.125,0.0,unrefactored
2,9,true,false,0,137,0.08759124087591241,12,102,false,0,0.0,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.008928571428571428,3.578137579389928E-4,8.94534394847482E-5,0.0631988549959746,0.0172645138205564,3.578137579389928E-4,0.09965113158600948,0.0,3.578137579389928E-4,0.0,28,0.0,0.10714285714285714,0.25,0.03571428571428571,unrefactored
2,11,true,false,0,14,1.0,14,66,false,0,0.4,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.017857142857142856,1.3418015922712228E-4,0.0,0.06512210394489668,0.018606315412827625,1.3418015922712228E-4,0.09987476518472135,0.0,1.3418015922712228E-4,0.0,5,0.0,0.0,0.4,0.0,unrefactored
2,0,false,true,0,232,0.16379310344827586,38,232,true,17,0.0,0.0,true,false,false,false,false,8,0.08163265306122448,0.10000894534394847,0.044642857142857144,8.050809553627337E-4,3.1308703819661864E-4,0.04486089990160122,0.012165667769925753,0.0,0.09920386438858574,8.050809553627337E-4,0.0,0.0,44,0.0,0.045454545454545456,0.29545454545454547,0.022727272727272728,unrefactored
2,0,false,false,0,60,1.0,60,465,true,20,0.07692307692307693,0.019230769230769232,false,false,false,false,false,1,0.7142857142857143,0.10000894534394847,0.026785714285714284,2.2363359871187046E-4,4.47267197423741E-5,0.0481706771625369,0.01212094105018338,1.789068789694964E-4,0.09821987655425352,0.0016101619107254674,1.789068789694964E-4,0.0,28,0.0,0.0,0.17857142857142858,0.03571428571428571,unrefactored
2,0,false,false,0,212,1.0,212,703,true,206,0.0,0.0,false,false,false,false,false,102,0.5789473684210527,0.080105555058592,0.026785714285714284,7.603542356203596E-4,4.4726719742374093E-4,0.04499508006082834,0.011226406655335898,5.367206369084891E-4,0.098398783433223,0.0010734412738169783,5.367206369084891E-4,0.0,0,-1,-1,-1,-1,unrefactored
2,0,false,false,0,19,1.0,19,162,true,9,0.19047619047619047,0.0,false,false,false,false,false,6,0.0016474464579901153,0.10000894534394847,0.03571428571428571,1.789068789694964E-4,0.0,0.03913587977457733,0.009660971464352804,0.0,0.09983003846497898,1.789068789694964E-4,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,0,false,false,0,44,1.0,44,332,true,9,0.0625,0.0,false,false,false,false,false,2,0.12424242424242424,0.10000894534394847,0.017857142857142856,8.94534394847482E-5,0.0,0.062035960282672865,0.011986760890956258,0.0,0.09991949190446373,8.94534394847482E-5,0.0,0.0,16,0.0,0.0,0.3125,0.0625,unrefactored
2,0,false,false,0,12,1.0,12,94,true,6,0.0,0.0,false,false,false,false,false,3,0.1165644171779141,0.10000894534394847,0.03571428571428571,8.945343948474819E-4,1.3418015922712228E-4,0.06539046426335092,0.01704088022184453,0.0,0.09911441094910099,8.945343948474819E-4,0.0,0.0,6,0.0,0.0,0.6666666666666666,0.0,unrefactored
2,0,true,false,0,13,1.0,13,136,false,1,0.75,0.0,false,false,false,false,true,1,0.7307692307692307,0.10000894534394847,0.026785714285714284,3.1308703819661864E-4,4.47267197423741E-5,0.05805528222560157,0.01332856248322748,4.47267197423741E-5,0.09960640486626711,3.578137579389928E-4,4.47267197423741E-5,0.0,15,0.0,0.0,0.9333333333333333,0.0,unrefactored
2,0,false,true,0,20,0.7,14,101,true,6,0.14285714285714285,0.0,true,false,false,false,false,4,0.009933774834437087,0.04016459432865194,0.008928571428571428,3.578137579389928E-4,2.2363359871187046E-4,0.01833795509437338,0.004070131496556042,0.0,0.03980678057071294,3.578137579389928E-4,0.0,0.0,0,-1,-1,-1,-1,unrefactored
5,185,false,true,0,38,0.2894736842105263,11,104,true,5,0.1,0.0,true,false,false,false,true,7,1.0,0.10000894534394847,0.0,0.0,0.0,0.0467841488505233,0.012657661687091868,0.0,0.10000894534394847,0.0,0.0,0.0,59,0.4915254237288136,0.01694915254237288,0.3728813559322034,0.0,unrefactored
2,6,true,false,0,17,1.0,17,154,false,0,0.25,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.026785714285714284,0.0012970748725288487,2.6836031845424457E-4,0.04893103139815726,0.013373289202969854,0.0012970748725288487,0.09871187047141963,0.0,0.0012970748725288487,0.0,14,0.0,0.07142857142857142,0.21428571428571427,0.0,unrefactored
2,1,true,false,0,54,1.0,54,326,true,1,0.4230769230769231,0.038461538461538464,false,true,true,false,true,9,1.0,0.011539493693532516,0.017857142857142856,3.1308703819661864E-4,0.0,0.0016101619107254674,2.2363359871187046E-4,3.1308703819661864E-4,0.011226406655335898,0.0,3.1308703819661864E-4,0.0,11,0.0,0.09090909090909091,0.09090909090909091,0.0,unrefactored
3,0,true,false,0,20,1.0,20,170,true,1,0.3333333333333333,0.0,false,false,false,false,true,3,1.0,0.10000894534394847,0.07142857142857142,5.814473566508633E-4,1.3418015922712228E-4,0.01529653815189194,0.0016101619107254674,1.789068789694964E-4,0.09920386438858574,3.578137579389928E-4,2.6836031845424457E-4,1.789068789694964E-4,5,0.4,0.0,0.2,0.0,unrefactored
2,9,true,false,0,75,0.8266666666666667,62,289,true,10,0.05405405405405406,0.0,false,false,false,false,false,21,1.0,0.10000894534394847,0.03571428571428571,4.91993917166115E-4,1.3418015922712228E-4,0.04217729671705877,0.012389301368637624,4.0254047768136685E-4,0.09951695142678237,8.94534394847482E-5,4.0254047768136685E-4,0.0,40,0.0,0.075,0.325,0.0,unrefactored
2,1,true,false,0,24,1.0,24,85,false,0,0.1,0.3,false,true,true,false,true,0,1.0,0.10000894534394847,0.026785714285714284,2.6836031845424457E-4,1.3418015922712228E-4,0.0407460416853028,0.008811163789247697,2.6836031845424457E-4,0.09974058502549422,0.0,2.6836031845424457E-4,0.0,8,0.0,0.0,0.125,0.0,unrefactored
3,0,true,false,0,133,0.06766917293233082,9,89,false,0,0.0,0.0,false,true,true,true,false,3,1.0,0.10000894534394847,0.017857142857142856,1.3418015922712228E-4,4.47267197423741E-5,0.046471061812326686,0.013060202164773235,1.3418015922712228E-4,0.09987476518472135,0.0,0.0,1.3418015922712228E-4,4,0.0,0.0,1.0,0.0,unrefactored
5,88,false,false,0,11,1.0,11,93,true,3,0.5,0.0,false,false,false,false,false,0,0.7887323943661972,0.10000894534394847,0.0,0.0,0.0,0.0407460416853028,0.0015207084712407191,0.0,0.0999642186242061,0.0,4.47267197423741E-5,0.0,19,0.6842105263157895,0.0,0.3684210526315789,0.0,unrefactored
4,64,true,false,0,45,0.5555555555555556,25,130,true,9,0.05,0.0,false,true,true,false,false,2,1.0,0.10000894534394847,0.044642857142857144,8.498076751051078E-4,4.47267197423741E-5,0.015922712228285178,0.0013418015922712228,8.498076751051078E-4,0.09915913766884336,0.0,0.0,0.0,189,0.2275132275132275,0.031746031746031744,0.2857142857142857,0.015873015873015872,unrefactored
2,0,true,true,0,285,0.031578947368421054,9,86,true,2,0.0,0.0,true,true,true,true,false,5,1.0,0.10000894534394847,0.044642857142857144,0.0010734412738169783,3.1308703819661864E-4,0.04047768136684855,0.011852580731729135,0.0010734412738169783,0.09893550407013149,0.0,0.0010734412738169783,0.0,1,0.0,0.0,1.0,0.0,unrefactored
2,0,true,true,0,106,0.0660377358490566,7,61,true,1,0.7142857142857143,0.0,true,true,true,true,false,3,1.0,0.10000894534394847,0.044642857142857144,3.578137579389928E-4,4.47267197423741E-5,0.05116736738527596,0.0016996153502102157,3.578137579389928E-4,0.09965113158600948,0.0,3.578137579389928E-4,0.0,16,0.0,0.0625,0.25,0.0,unrefactored
5,78,true,false,0,12,1.0,12,110,true,12,0.0,0.0,false,true,true,false,false,0,1.0,0.10000894534394847,0.044642857142857144,0.0012523481527864746,2.6836031845424457E-4,0.04991501923248949,0.013910009839878343,0.0012523481527864746,0.098756597191162,0.0,0.0,0.0,83,0.9036144578313253,0.024096385542168676,0.20481927710843373,0.012048192771084338,unrefactored
2,0,false,true,0,48,0.2916666666666667,14,96,true,5,0.09090909090909091,0.0,true,false,false,false,false,7,0.0016474464579901153,0.10000894534394847,0.044642857142857144,8.945343948474819E-4,1.789068789694964E-4,0.03904642633509259,0.009571518024868057,0.0,0.09911441094910099,8.945343948474819E-4,0.0,0.0,0,-1,-1,-1,-1,unrefactored
2,1,true,false,0,29,1.0,29,94,false,0,0.6,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.05357142857142857,0.001878522229179712,4.0254047768136685E-4,0.06950532247964934,0.018740495572054747,0.001878522229179712,0.09813042311476876,0.0,0.001878522229179712,0.0,23,0.0,0.043478260869565216,0.17391304347826086,0.0,unrefactored
2,1,true,false,0,32,1.0,32,93,false,0,0.5,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.08035714285714286,0.0013418015922712228,4.0254047768136685E-4,0.04463726630288935,0.007692995795688344,0.0013418015922712228,0.09866714375167725,0.0,0.0013418015922712228,0.0,2,0.0,0.0,0.5,0.0,unrefactored
12,48,true,false,0,26,1.0,26,308,false,0,0.6,0.0,false,false,false,false,true,4,1.0,0.10000894534394847,0.008928571428571428,8.94534394847482E-5,0.0,0.0074693621969764736,0.001475981751498345,8.94534394847482E-5,0.09974058502549422,0.0,0.0,1.3418015922712228E-4,89,1.0,0.14606741573033707,0.21348314606741572,0.011235955056179775,unrefactored
3,3,true,false,0,10,1.0,10,51,false,0,0.25,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.026785714285714284,3.1308703819661864E-4,8.94534394847482E-5,0.04656051525181143,0.011405313534305394,3.1308703819661864E-4,0.09969585830575185,0.0,0.0,3.1308703819661864E-4,3,0.0,0.0,0.6666666666666666,0.0,unrefactored
4,77,true,false,0,17,1.0,17,127,true,2,0.07142857142857142,0.0,false,true,true,false,false,1,1.0,0.10000894534394847,0.03571428571428571,0.0012970748725288487,2.2363359871187046E-4,0.06100724572859827,0.016906700062617408,0.0012970748725288487,0.09871187047141963,0.0,0.0,0.0,5,0.0,0.0,1.0,0.0,unrefactored
3,3,true,true,0,37,0.43243243243243246,16,146,true,1,0.42857142857142855,0.0,true,true,true,false,true,4,1.0,0.10000894534394847,0.03571428571428571,2.2363359871187046E-4,1.789068789694964E-4,0.043876912067268986,0.011852580731729135,2.2363359871187046E-4,0.09978531174523661,0.0,0.0,2.2363359871187046E-4,0,-1,-1,-1,-1,unrefactored
2,1,true,false,0,47,1.0,47,340,false,0,0.4857142857142857,0.0,false,true,true,false,true,2,1.0,0.10000894534394847,0.008928571428571428,4.47267197423741E-5,0.0,0.04673942213078093,0.011002773056624027,4.47267197423741E-5,0.0999642186242061,0.0,4.47267197423741E-5,0.0,59,0.0,0.1016949152542373,0.2542372881355932,0.01694915254237288,unrefactored
7,406,true,false,0,8,1.0,8,81,false,0,0.5,0.0,false,true,true,false,false,1,1.0,0.10000894534394847,0.026785714285714284,0.0016996153502102157,6.709007961356114E-4,0.04047768136684855,0.007111548439037481,0.0016996153502102157,0.09830932999373826,0.0,0.0,0.0,20,0.45,0.0,0.4,0.0,unrefactored
5,41,true,false,0,26,1.0,26,66,false,1,0.375,0.0,false,true,true,false,true,1,1.0,0.02151355219608194,0.008928571428571428,1.789068789694964E-4,0.0,0.008766437069505322,0.00196797566866446,1.789068789694964E-4,0.021334645317112443,0.0,0.0,0.0,30,0.26666666666666666,0.0,0.03333333333333333,0.0,unrefactored
2,0,true,false,0,12,1.0,12,121,false,0,0.45454545454545453,0.0,false,false,false,false,true,2,1.0,0.10000894534394847,0.0625,6.261740763932373E-4,1.789068789694964E-4,0.05156990786295733,0.016012165667769925,4.91993917166115E-4,0.09835405671348063,0.0011628947133017265,4.91993917166115E-4,0.0,4,0.0,0.0,0.25,0.0,unrefactored
2,7,true,false,0,35,1.0,35,165,true,13,0.0967741935483871,0.0,false,false,false,false,false,1,1.0,0.10000894534394847,0.017857142857142856,1.3418015922712228E-4,8.94534394847482E-5,0.048260130602021646,0.012255121209410502,4.47267197423741E-5,0.09978531174523661,1.789068789694964E-4,4.47267197423741E-5,0.0,36,0.0,0.0,0.3888888888888889,0.0,unrefactored
2,0,false,false,0,38,1.0,38,150,true,14,0.0,0.0,false,false,false,false,false,1,0.09247648902821316,0.10000894534394847,0.03571428571428571,4.91993917166115E-4,8.94534394847482E-5,0.040701314965560426,0.008363896591823955,0.0,0.09951695142678237,4.91993917166115E-4,0.0,0.0,4,0.0,0.0,0.5,0.0,unrefactored
2,1,true,false,0,22,1.0,22,76,false,1,0.42857142857142855,0.0,false,true,true,false,true,1,1.0,0.10000894534394847,0.0625,0.0015207084712407191,5.814473566508633E-4,0.0644064764290187,0.018829949011539494,0.0015207084712407191,0.09848823687270776,0.0,0.0015207084712407191,0.0,36,0.0,0.027777777777777776,0.2222222222222222,0.0,unrefactored
2,0,false,false,0,36,1.0,36,230,true,6,0.06451612903225806,0.0,false,false,false,false,false,0,0.0953125,0.10000894534394847,0.008928571428571428,1.3418015922712228E-4,0.0,0.041998389838089276,0.011942034171213884,0.0,0.09987476518472135,1.3418015922712228E-4,0.0,0.0,4,0.0,0.0,0.25,0.0,unrefactored
2,0,true,true,0,99,0.13131313131313133,13,109,true,4,0.38461538461538464,0.0,true,true,true,true,false,5,1.0,0.06413811611056446,0.026785714285714284,0.003220323821450935,9.39261114589856E-4,0.024868056176759995,0.006485374362644244,0.003220323821450935,0.060917792289113516,0.0,0.003220323821450935,0.0,14,0.0,0.07142857142857142,0.07142857142857142,0.0,unrefactored
2,0,false,false,0,17,1.0,17,142,true,6,0.3125,0.0,false,false,false,false,false,0,1.0,0.08636729582252438,0.008928571428571428,4.47267197423741E-5,4.47267197423741E-5,0.042624563914482515,0.010197692101261294,4.47267197423741E-5,0.0999642186242061,0.0,4.47267197423741E-5,0.0,15,0.0,0.06666666666666667,0.3333333333333333,0.0,unrefactored
