refactor1,15,0.2,0.8,0.0,0.06666666666666667,0.13333333333333333,0.0
refactor2,4,1.0,0.0,0.0,0.75,0.25,0.0
refactor3,4,1.0,0.0,0.0,0.75,0.25,0.0
refactor4,4,1.0,0.0,0.0,0.75,0.25,0.0
refactor5,50,0.18,0.96,0.3,0.1,0.16,0.0
refactor6,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
refactor7,16,0.4375,0.5625,0.1875,0.125,0.125,0.0
refactor8,24,0.16666666666666666,0.8333333333333334,0.2916666666666667,0.08333333333333333,0.20833333333333334,0.0
refactor9,0,-1,-1,-1,-1,-1,-1
refactor10,0,-1,-1,-1,-1,-1,-1
refactor11,87,0.04597701149425287,0.9540229885057471,0.0,0.10344827586206896,0.11494252873563218,0.0
refactor12,87,0.04597701149425287,0.9540229885057471,0.0,0.10344827586206896,0.11494252873563218,0.0
refactor13,87,0.04597701149425287,0.9540229885057471,0.0,0.10344827586206896,0.11494252873563218,0.0
refactor14,13,0.38461538461538464,0.6153846153846154,0.0,0.15384615384615385,0.15384615384615385,0.0
refactor15,13,0.38461538461538464,0.6153846153846154,0.0,0.15384615384615385,0.15384615384615385,0.0
refactor16,5,0.6,0.4,0.0,0.2,0.2,0.0
refactor17,5,0.6,0.4,0.0,0.2,0.2,0.0
refactor18,5,0.6,0.4,0.0,0.2,0.2,0.0
refactor19,5,0.6,0.4,0.0,0.2,0.2,0.0
refactor20,51,0.1568627450980392,0.9607843137254902,0.37254901960784315,0.09803921568627451,0.13725490196078433,0.0
refactor21,32,0.15625,0.84375,0.0,0.09375,0.3125,0.03125
refactor22,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor23,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor24,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor25,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor26,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor27,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor28,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor29,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor30,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor31,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor32,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor33,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor34,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor35,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor36,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor37,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor38,23,0.0,1.0,0.0,0.043478260869565216,0.21739130434782608,0.0
refactor39,53,0.20754716981132076,0.9056603773584906,0.4528301886792453,0.018867924528301886,0.1320754716981132,0.0
refactor40,53,0.20754716981132076,0.9056603773584906,0.4528301886792453,0.018867924528301886,0.1320754716981132,0.0
refactor41,53,0.20754716981132076,0.9056603773584906,0.4528301886792453,0.018867924528301886,0.1320754716981132,0.0
refactor42,2,1.0,0.0,0.0,0.0,1.0,0.0
refactor43,26,0.07692307692307693,0.9230769230769231,0.11538461538461539,0.07692307692307693,0.38461538461538464,0.038461538461538464
refactor44,13,0.07692307692307693,0.9230769230769231,0.0,0.0,0.38461538461538464,0.07692307692307693
refactor45,13,0.07692307692307693,0.9230769230769231,0.0,0.0,0.38461538461538464,0.07692307692307693
refactor46,2,0.0,1.0,0.0,0.0,0.0,0.0
refactor47,2,0.0,1.0,0.0,0.0,0.0,0.0
refactor48,42,0.23809523809523808,0.8095238095238095,0.5238095238095238,0.023809523809523808,0.11904761904761904,0.0
refactor49,42,0.23809523809523808,0.8095238095238095,0.5238095238095238,0.023809523809523808,0.11904761904761904,0.0
refactor50,42,0.23809523809523808,0.8095238095238095,0.5238095238095238,0.023809523809523808,0.11904761904761904,0.0
refactor51,14,0.14285714285714285,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0
refactor52,14,0.14285714285714285,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0
refactor53,14,0.14285714285714285,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0
refactor54,9,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0
refactor55,9,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0
refactor56,9,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0
refactor57,9,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0
refactor58,9,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0
refactor59,27,0.2222222222222222,0.8888888888888888,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.0
refactor60,27,0.2222222222222222,0.8888888888888888,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.0
refactor61,27,0.2222222222222222,0.8888888888888888,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.0
refactor62,27,0.2222222222222222,0.8888888888888888,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.0
refactor63,27,0.2222222222222222,0.8888888888888888,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.0
refactor64,25,0.2,0.84,0.76,0.0,0.24,0.04
refactor65,25,0.2,0.84,0.76,0.0,0.24,0.04
refactor66,25,0.2,0.84,0.76,0.0,0.24,0.04
refactor67,25,0.2,0.84,0.76,0.0,0.24,0.04
refactor68,25,0.2,0.84,0.76,0.0,0.24,0.04
refactor69,3,0.0,1.0,0.0,0.0,0.0,0.0
refactor70,3,0.0,1.0,0.0,0.0,0.0,0.0
refactor71,7,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0
refactor72,7,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0
refactor73,10,0.2,0.8,0.0,0.0,0.0,0.0
refactor74,10,0.2,0.8,0.0,0.0,0.0,0.0
refactor75,3,1.0,0.0,0.0,0.0,1.0,0.0
refactor76,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
refactor77,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
refactor78,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
refactor79,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
refactor80,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
refactor81,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
